-65.2203353604	-2.10764050437	-21.7192166297	-46.9507729047	43.4052386736	29.9672398216	2.41098744384	28.6457735593	7.69048623557	-17.888328546	18.2463120472	-13.9974662732	3.05805596974	13.3685746936	-19.0878001457	39.0998171635	-3.81385557995	-28.4573077214	31.35583762
-41.5549056773	-12.6371772584	-26.2788699409	-41.8320027067	30.5428632943	51.0257237925	0.0742245037972	23.8690554351	22.3620082378	-10.9354916681	17.8165538958	-3.41073498879	12.7108795546	16.5333602778	-18.8081120128	41.4815760825	-0.785113930664	-29.5436708938	30.4465708245
-59.763702858	-7.35026994488	-30.732260195	-48.066083379	39.8849378239	39.4027171436	0.170882992123	31.0443824157	17.049944071	-20.7462025367	20.0689643244	-7.10013729738	5.44025300483	16.1302686721	-15.6405040577	41.2110795174	-0.154038031832	-32.1949347142	33.2021695466
-65.1170730698	-0.912193284013	-21.6846380283	-48.5707720117	43.5409675321	25.8260940768	2.76350194578	34.3057360711	12.3324162433	-23.9610691724	20.0109602733	-14.767051009	0.153558656108	23.4241412723	-16.8003915377	40.9310708394	1.48277256371	-36.5253206218	31.0676361094
-70.8648286375	-1.05702297423	-29.9951842896	-40.1785335341	28.8398178577	22.0341558475	5.32834902553	29.8689635138	11.7792388568	-20.1623139315	21.7356032003	-19.2090783748	2.88047904722	17.8342200931	-12.3203735314	34.5936555691	-0.555930372943	-36.7597130242	32.9820209371
-27.0600883679	-3.56786923172	-3.93804170171	-38.1540833821	80.2008146887	41.760351737	-9.56438019189	14.7868965309	3.63377940316	-21.1407312816	14.8281001454	-14.5535110847	2.9590843803	11.6728391183	-27.9617645408	40.2164411601	-4.79689732476	-29.0230951916	27.3956921994
-45.0753913189	-5.16486512494	-13.5314366016	-32.7570491794	53.3159231193	37.0927081961	0.411695319919	24.5447946319	8.4403154967	-19.8247781539	18.659712197	-18.6751993865	1.33777457282	14.1738265407	-23.6515713054	41.8249303489	-4.63144789588	-30.1467078203	28.3035366709
-109.406580938	32.0929930277	39.5650379295	-42.0582084629	17.3325283277	-34.662029804	13.1872030795	57.9700321771	18.9754241275	-19.5826890514	5.70664150829	10.4264742186	-41.1903299816	20.5782309092	1.11171412427	32.0606801089	-30.5704006473	-6.10272045304	31.8689592007
-111.192581127	29.2342614413	6.14377362525	-65.8422362533	2.54357072569	13.9990923343	15.2421728241	38.0322917723	-14.5975689364	4.1293470453	-4.46187882553	38.5153560074	-22.9235505362	18.8103925913	2.68774267729	-4.59116744058	-16.9776526718	10.853593502	11.3439307854
65.2575640285	29.4754257708	-16.8603011567	22.6465145159	-29.5290751035	45.5104423661	5.55445557797	-33.6271632557	7.28207536863	42.0586064296	26.7165677856	-15.2460911808	-13.0129695148	-22.056184223	-4.85726785857	20.1712303759	-42.4241157415	35.3506495772	20.8324972356
61.7340167923	62.8918421489	-41.2503376266	9.9051829018	-12.3928644566	1.14413367775	13.5941631091	-36.6364075179	-9.83542936642	24.8029100143	23.7043399196	-2.19853006843	-10.7790936957	-13.0579299676	0.25196891904	19.0619812112	-27.1629877882	22.5412876532	12.1859565465
55.8398022298	15.8714268506	-42.8359853601	3.46380443116	10.7510166169	25.4811730401	22.2892778813	-47.2782308268	-8.12291621677	33.1386155096	31.5247473357	-12.9910185797	-19.3512510632	-19.0585652893	-12.7109267404	19.6297998443	-36.1104270572	17.3562926996	16.2700919216
86.2559176857	-6.53718769328	-12.5539953846	-52.6347671951	21.2294009475	20.9529126704	25.4516015192	-6.67287053413	34.0687842964	43.4417421629	4.51884291312	17.8692039009	-0.981966619891	-17.5851496099	5.49606169041	-13.5995291654	-19.064472974	7.94392978869	0.134342367791
51.5753944684	33.2046484795	-60.2554818258	-11.0692945841	-12.9415684594	14.1568264988	30.5331314921	-44.2268785022	-16.378184102	18.9366151722	31.9088452412	-5.50424547484	-13.5147624586	-14.2307659064	-5.42250645693	4.74177412535	-29.8793422433	16.4117696771	17.1242452278
48.2454520263	33.533456746	-54.3912963732	25.3382657597	-18.0851987859	29.2850579177	30.4097795127	-34.278084368	-18.965360319	33.4380792862	29.8957333001	-17.8185817664	-20.7205139001	-26.6463784291	-11.5194233157	21.9105549442	-50.6557230408	24.6528776355	20.9819376158
81.794945795	65.390551965	-33.6311747823	2.05545040207	-17.1580166309	-3.54184849455	0.80413892794	-42.8988018797	3.57552976273	22.7314658792	28.787026584	0.200290636432	-17.891305772	-15.4671831751	6.41752873218	4.26840835268	-37.0378242151	23.4676976319	8.13672071435
82.9637451661	60.8366401906	-38.8459479304	-11.0753623105	-16.5873898936	6.58665385882	19.297991707	-39.937872482	2.21843743877	19.9050499878	27.7421266616	-4.69680494739	-7.1629474121	-9.77425399609	2.67703456372	15.3024376573	-24.3417167228	20.647560954	11.9185650888
71.7519189845	17.3708446318	-46.923941926	-4.1055732138	-7.25248416755	15.6550407439	26.8599007771	-47.0922069969	3.68719732797	35.5600124819	43.7972604154	-15.4609035255	-19.6647072376	-23.0219791934	0.215464810748	19.8344938647	-34.4537940699	12.8353017659	14.5828256711
52.8517080675	25.0550306154	-27.8715678832	-15.2483541132	-21.4266054299	47.4419405398	36.441541884	-7.85818458809	-25.1146650313	38.2111505937	24.5189155239	-4.51167859334	-27.964246731	-33.8205746546	-8.67732469735	16.8583701488	-47.1546097745	43.2805122475	13.5202223536
72.274306904	31.2349313041	-38.3434395118	24.7429845671	-14.056580535	40.5903204833	23.1899672435	-33.5996089686	-3.08662134472	35.3082429885	29.1578560045	-1.09397289066	-16.317396809	-29.907170876	-3.44155846584	40.6365830952	-39.1225581866	23.6996259291	16.0126675964
62.3628152188	42.4341039906	-14.133288137	22.001217397	-30.8373277444	67.6519318632	18.3420476233	-21.217584865	-4.99296680955	32.7947492938	29.479746	2.67844601965	-7.00678215243	-26.3479071718	-2.10897249177	40.411972105	-20.6346620341	30.0416128302	16.5039780592
55.7571584007	6.92160764354	-10.7970080027	1.6677091039	-9.20425791504	57.4630448113	35.7573944289	-18.1301085597	13.3839774405	34.8415129777	24.2448836808	-1.76120463308	-6.30115625972	-22.0781142374	-0.744936262224	36.0216331595	-19.5865975226	18.2277706398	12.0242560024
50.2535306495	50.3978308091	-13.3986872813	53.8623595814	-24.6990242294	23.9271414186	1.62609294018	-37.1562861247	-2.53036597505	34.9446555257	27.3617490223	-15.8170524683	-6.467918093	-10.2678872489	4.49654872143	28.333209227	-23.4943999504	26.243334994	23.9340307609
