-65.2203353604	-2.10764050437	-21.7192166297	-46.9507729047	43.4052386736	29.9672398216	2.41098744384	28.6457735593	7.69048623557	-17.888328546	18.2463120472	-13.9974662732	3.05805596974	13.3685746936	-19.0878001457	39.0998171635	-3.81385557995	-28.4573077214	31.35583762	17.8425964084	-0.48197116585	30.0259464215	49.6348581533	24.7315140776	-6.75170832826	-20.5298513307	-5.19961945994	12.12388184	-8.48180554816
-41.5549056773	-12.6371772584	-26.2788699409	-41.8320027067	30.5428632943	51.0257237925	0.0742245037972	23.8690554351	22.3620082378	-10.9354916681	17.8165538958	-3.41073498879	12.7108795546	16.5333602778	-18.8081120128	41.4815760825	-0.785113930664	-29.5436708938	30.4465708245	24.1636568552	8.93005094009	36.3337410329	53.3625955514	34.6976018754	-6.08250070398	-19.4839478121	-5.04593383809	8.63102608197	-15.1023650056
-59.763702858	-7.35026994488	-30.732260195	-48.066083379	39.8849378239	39.4027171436	0.170882992123	31.0443824157	17.049944071	-20.7462025367	20.0689643244	-7.10013729738	5.44025300483	16.1302686721	-15.6405040577	41.2110795174	-0.154038031832	-32.1949347142	33.2021695466	21.540695543	2.45675653016	34.5885867841	52.9524605424	24.9404509237	-2.54221969803	-18.4242903646	-7.83826608486	9.57398999495	-9.48498974138
-65.1170730698	-0.912193284013	-21.6846380283	-48.5707720117	43.5409675321	25.8260940768	2.76350194578	34.3057360711	12.3324162433	-23.9610691724	20.0109602733	-14.767051009	0.153558656108	23.4241412723	-16.8003915377	40.9310708394	1.48277256371	-36.5253206218	31.0676361094	21.0551757272	-3.10602489174	22.5282647339	54.4193703817	27.7216035313	-0.983769465525	-15.4198209322	-5.92934224038	12.2031157884	-9.47565270785
-70.8648286375	-1.05702297423	-29.9951842896	-40.1785335341	28.8398178577	22.0341558475	5.32834902553	29.8689635138	11.7792388568	-20.1623139315	21.7356032003	-19.2090783748	2.88047904722	17.8342200931	-12.3203735314	34.5936555691	-0.555930372943	-36.7597130242	32.9820209371	22.1182505988	-1.1360904174	23.5831449827	58.9745287598	32.563083287	0.467599086688	-16.3813785265	-6.03907191608	14.5198273532	-5.67662162646
-27.0600883679	-3.56786923172	-3.93804170171	-38.1540833821	80.2008146887	41.760351737	-9.56438019189	14.7868965309	3.63377940316	-21.1407312816	14.8281001454	-14.5535110847	2.9590843803	11.6728391183	-27.9617645408	40.2164411601	-4.79689732476	-29.0230951916	27.3956921994	13.6940690091	-0.199661105473	26.0122570244	47.1680395785	23.8028693718	-6.70300383119	-20.9085962661	-5.78105958313	14.1531934952	-10.2000451638
-45.0753913189	-5.16486512494	-13.5314366016	-32.7570491794	53.3159231193	37.0927081961	0.411695319919	24.5447946319	8.4403154967	-19.8247781539	18.659712197	-18.6751993865	1.33777457282	14.1738265407	-23.6515713054	41.8249303489	-4.63144789588	-30.1467078203	28.3035366709	20.0626400957	3.67327751769	24.7429982424	57.4846992528	30.0448396093	-4.51584690783	-15.5280547505	-9.92767341584	12.5541219805	-8.62494496892
-109.406580938	32.0929930277	39.5650379295	-42.0582084629	17.3325283277	-34.662029804	13.1872030795	57.9700321771	18.9754241275	-19.5826890514	5.70664150829	10.4264742186	-41.1903299816	20.5782309092	1.11171412427	32.0606801089	-30.5704006473	-6.10272045304	31.8689592007	11.1791187613	-7.12180007309	26.5488832351	30.8153096671	-8.43253004468	-19.3731128149	-21.7023263337	2.04066433147	3.8678016188	5.7499734632
-111.192581127	29.2342614413	6.14377362525	-65.8422362533	2.54357072569	13.9990923343	15.2421728241	38.0322917723	-14.5975689364	4.1293470453	-4.46187882553	38.5153560074	-22.9235505362	18.8103925913	2.68774267729	-4.59116744058	-16.9776526718	10.853593502	11.3439307854	7.2960107246	-1.56599997711	-3.60655536458	-0.654199380722	-3.1315123257	4.37309923988	6.48130116655	-3.48060951528	2.97918407803	2.12098244219
65.2575640285	29.4754257708	-16.8603011567	22.6465145159	-29.5290751035	45.5104423661	5.55445557797	-33.6271632557	7.28207536863	42.0586064296	26.7165677856	-15.2460911808	-13.0129695148	-22.056184223	-4.85726785857	20.1712303759	-42.4241157415	35.3506495772	20.8324972356	32.3641102633	-11.9999896019	19.2682189977	-30.2996637627	-5.96744529006	11.4491195892	-17.7479322112	14.5756378299	-0.838056287573	7.78650276563
